clusters_sub	cell_types
P301_16_122	2	Kupffer cell
P301_16_125	11	Hepatocytes
P301_16_129	25	Kupffer cell
P301_16_132	11	Hepatocytes
P301_16_134	11	Hepatocytes
P301_16_136	4	EPCAM+
P301_16_141	2	Kupffer cell
P301_16_142	11	Hepatocytes
P301_16_145	2	Kupffer cell
P301_16_146	11	Hepatocytes
P301_16_147	11	Hepatocytes
P301_16_149	2	Kupffer cell
P301_16_154	4	EPCAM+
P301_16_157	11	Hepatocytes
P301_16_160	11	Hepatocytes
P301_16_164	11	Hepatocytes
P301_16_170	4	EPCAM+
P301_16_176	11	Hepatocytes
P301_16_179	11	Hepatocytes
P301_16_181	2	Kupffer cell
P301_16_182	11	Hepatocytes
P301_16_183	11	Hepatocytes
P301_16_188	11	Hepatocytes
P301_16_189	11	Hepatocytes
P301_16_190	17	Hepatocytes
P301_16_191	2	Kupffer cell
P301_16_192	11	Hepatocytes
P301_17_1	11	Hepatocytes
P301_17_2	17	Hepatocytes
P301_17_3	11	Hepatocytes
P301_17_5	14	Hepatocytes
P301_17_6	11	Hepatocytes
P301_17_7	11	Hepatocytes
P301_17_8	17	Hepatocytes
P301_17_9	14	Hepatocytes
P301_17_10	17	Hepatocytes
P301_17_11	14	Hepatocytes
P301_17_12	11	Hepatocytes
P301_17_13	14	Hepatocytes
P301_17_14	6	Kupffer cell
P301_17_15	11	Hepatocytes
P301_17_16	11	Hepatocytes
P301_17_17	11	Hepatocytes
P301_17_18	11	Hepatocytes
P301_17_19	11	Hepatocytes
P301_17_20	17	Hepatocytes
P301_17_21	14	Hepatocytes
P301_17_22	11	Hepatocytes
P301_17_23	11	Hepatocytes
P301_17_24	14	Hepatocytes
P301_17_25	11	Hepatocytes
P301_17_26	11	Hepatocytes
P301_17_27	17	Hepatocytes
P301_17_28	11	Hepatocytes
P301_17_30	11	Hepatocytes
P301_17_31	11	Hepatocytes
P301_17_32	11	Hepatocytes
P301_17_33	11	Hepatocytes
P301_17_34	17	Hepatocytes
P301_17_35	11	Hepatocytes
P301_17_36	17	Hepatocytes
P301_17_37	17	Hepatocytes
P301_17_38	17	Hepatocytes
P301_17_39	11	Hepatocytes
P301_17_40	11	Hepatocytes
P301_17_41	11	Hepatocytes
P301_17_43	11	Hepatocytes
P301_17_44	11	Hepatocytes
P301_17_45	11	Hepatocytes
P301_17_47	11	Hepatocytes
P301_17_49	11	Hepatocytes
P301_17_50	17	Hepatocytes
P301_17_51	17	Hepatocytes
P301_17_52	11	Hepatocytes
P301_17_53	14	Hepatocytes
P301_17_54	17	Hepatocytes
P301_17_55	11	Hepatocytes
P301_17_56	14	Hepatocytes
P301_17_57	11	Hepatocytes
P301_17_58	17	Hepatocytes
P301_17_59	17	Hepatocytes
P301_17_60	11	Hepatocytes
P301_17_61	11	Hepatocytes
P301_17_63	11	Hepatocytes
P301_17_64	11	Hepatocytes
P301_17_65	11	Hepatocytes
P301_17_66	11	Hepatocytes
P301_17_67	11	Hepatocytes
P301_17_68	14	Hepatocytes
P301_17_69	11	Hepatocytes
P301_17_70	11	Hepatocytes
P301_17_71	11	Hepatocytes
P301_17_72	11	Hepatocytes
P301_17_73	11	Hepatocytes
P301_17_74	11	Hepatocytes
P301_17_75	17	Hepatocytes
P301_17_76	14	Hepatocytes
P301_17_77	11	Hepatocytes
P301_17_79	11	Hepatocytes
P301_17_80	11	Hepatocytes
P301_17_81	11	Hepatocytes
P301_17_82	2	Kupffer cell
P301_17_83	11	Hepatocytes
P301_17_84	11	Hepatocytes
P301_17_85	17	Hepatocytes
P301_17_86	11	Hepatocytes
P301_17_87	11	Hepatocytes
P301_17_88	11	Hepatocytes
P301_17_89	11	Hepatocytes
P301_17_90	14	Hepatocytes
P301_17_91	11	Hepatocytes
P301_17_92	11	Hepatocytes
P301_17_93	11	Hepatocytes
P301_17_95	11	Hepatocytes
P301_17_96	11	Hepatocytes
P301_17_160	25	Kupffer cell
P301_18_97	11	Hepatocytes
P301_18_98	11	Hepatocytes
P301_18_99	11	Hepatocytes
P301_18_100	11	Hepatocytes
P301_18_101	11	Hepatocytes
P301_18_102	11	Hepatocytes
P301_18_103	11	Hepatocytes
P301_18_104	11	Hepatocytes
P301_18_105	11	Hepatocytes
P301_18_106	11	Hepatocytes
P301_18_107	11	Hepatocytes
P301_18_108	11	Hepatocytes
P301_18_109	11	Hepatocytes
P301_18_110	11	Hepatocytes
P301_18_111	11	Hepatocytes
P301_18_113	11	Hepatocytes
P301_18_114	11	Hepatocytes
P301_18_115	11	Hepatocytes
P301_18_116	11	Hepatocytes
P301_18_117	11	Hepatocytes
P301_18_118	17	Hepatocytes
P301_18_119	11	Hepatocytes
P301_18_120	11	Hepatocytes
P301_18_121	11	Hepatocytes
P301_18_122	11	Hepatocytes
P301_18_123	11	Hepatocytes
P301_18_124	11	Hepatocytes
P301_18_125	11	Hepatocytes
P301_18_126	11	Hepatocytes
P301_18_127	11	Hepatocytes
P301_18_129	11	Hepatocytes
P301_18_130	11	Hepatocytes
P301_18_131	11	Hepatocytes
P301_18_132	11	Hepatocytes
P301_18_133	11	Hepatocytes
P301_18_134	11	Hepatocytes
P301_18_135	11	Hepatocytes
P301_18_136	11	Hepatocytes
P301_18_137	11	Hepatocytes
P301_18_139	11	Hepatocytes
P301_18_140	17	Hepatocytes
P301_18_141	11	Hepatocytes
P301_18_143	11	Hepatocytes
P301_18_145	11	Hepatocytes
P301_18_146	11	Hepatocytes
P301_18_147	11	Hepatocytes
P301_18_148	11	Hepatocytes
P301_18_149	11	Hepatocytes
P301_18_150	11	Hepatocytes
P301_18_151	11	Hepatocytes
P301_18_152	11	Hepatocytes
P301_18_153	11	Hepatocytes
P301_18_155	11	Hepatocytes
P301_18_156	11	Hepatocytes
P301_18_157	11	Hepatocytes
P301_18_158	11	Hepatocytes
P301_18_159	11	Hepatocytes
P301_18_160	11	Hepatocytes
P301_18_162	11	Hepatocytes
P301_18_163	11	Hepatocytes
P301_18_164	11	Hepatocytes
P301_18_165	11	Hepatocytes
P301_18_166	11	Hepatocytes
P301_18_167	11	Hepatocytes
P301_18_168	11	Hepatocytes
P301_18_169	11	Hepatocytes
P301_18_170	4	EPCAM+
P301_18_171	11	Hepatocytes
P301_18_174	11	Hepatocytes
P301_18_175	11	Hepatocytes
P301_18_176	11	Hepatocytes
P301_18_177	11	Hepatocytes
P301_18_178	11	Hepatocytes
P301_18_179	11	Hepatocytes
P301_18_180	11	Hepatocytes
P301_18_181	11	Hepatocytes
P301_18_182	11	Hepatocytes
P301_18_183	11	Hepatocytes
P301_18_184	11	Hepatocytes
P301_18_185	11	Hepatocytes
P301_18_190	11	Hepatocytes
P301_19_14	11	Hepatocytes
P301_19_15	4	EPCAM+
P301_19_17	11	Hepatocytes
P301_19_29	9	LSEC
P301_19_53	11	Hepatocytes
P301_19_59	2	Kupffer cell
P301_19_66	4	EPCAM+
P301_19_74	2	Kupffer cell
P301_19_89	9	LSEC
P301_19_92	11	Hepatocytes
P301_19_94	9	LSEC
P301_20_98	11	Hepatocytes
P301_20_99	30	Hepatocytes
P301_20_106	20	LSEC
P301_20_107	2	Kupffer cell
P301_20_108	2	Kupffer cell
P301_20_109	2	Kupffer cell
P301_20_110	11	Hepatocytes
P301_20_111	2	Kupffer cell
P301_20_112	7	EPCAM+
P301_20_115	11	Hepatocytes
P301_20_116	25	Kupffer cell
P301_20_122	2	Kupffer cell
P301_20_144	11	Hepatocytes
P301_20_147	25	Kupffer cell
P301_20_160	9	LSEC
P301_20_166	2	Kupffer cell
P301_20_167	11	Hepatocytes
P301_20_170	2	Kupffer cell
P301_20_171	2	Kupffer cell
P301_20_172	9	LSEC
P301_20_179	11	Hepatocytes
P301_20_182	4	EPCAM+
P301_20_183	7	EPCAM+
P301_22_100	2	Kupffer cell
P301_22_108	11	Hepatocytes
P301_22_113	11	Hepatocytes
P301_22_117	2	Kupffer cell
P301_22_122	11	Hepatocytes
P301_22_124	4	EPCAM+
P301_22_125	2	Kupffer cell
P301_22_127	2	Kupffer cell
P301_22_128	7	EPCAM+
P301_22_131	4	EPCAM+
P301_22_134	4	EPCAM+
P301_22_154	25	Kupffer cell
P301_22_158	11	Hepatocytes
P301_22_168	6	Kupffer cell
P301_22_169	2	Kupffer cell
P301_22_170	25	Kupffer cell
P301_22_172	17	Hepatocytes
P301_22_174	2	Kupffer cell
P301_22_182	4	EPCAM+
P301_23_1	11	Hepatocytes
P301_23_2	17	Hepatocytes
P301_23_3	14	Hepatocytes
P301_23_4	11	Hepatocytes
P301_23_5	11	Hepatocytes
P301_23_6	14	Hepatocytes
P301_23_7	11	Hepatocytes
P301_23_8	11	Hepatocytes
P301_23_9	11	Hepatocytes
P301_23_10	17	Hepatocytes
P301_23_11	17	Hepatocytes
P301_23_12	11	Hepatocytes
P301_23_13	14	Hepatocytes
P301_23_14	14	Hepatocytes
P301_23_15	11	Hepatocytes
P301_23_16	11	Hepatocytes
P301_23_17	11	Hepatocytes
P301_23_18	11	Hepatocytes
P301_23_19	14	Hepatocytes
P301_23_20	11	Hepatocytes
P301_23_22	11	Hepatocytes
P301_23_23	14	Hepatocytes
P301_23_24	17	Hepatocytes
P301_23_25	11	Hepatocytes
P301_23_26	11	Hepatocytes
P301_23_27	17	Hepatocytes
P301_23_28	14	Hepatocytes
P301_23_29	11	Hepatocytes
P301_23_30	14	Hepatocytes
P301_23_31	11	Hepatocytes
P301_23_32	11	Hepatocytes
P301_23_34	17	Hepatocytes
P301_23_35	14	Hepatocytes
P301_23_36	11	Hepatocytes
P301_23_37	11	Hepatocytes
P301_23_38	11	Hepatocytes
P301_23_39	11	Hepatocytes
P301_23_40	11	Hepatocytes
P301_23_41	14	Hepatocytes
P301_23_42	17	Hepatocytes
P301_23_43	11	Hepatocytes
P301_23_44	17	Hepatocytes
P301_23_45	14	Hepatocytes
P301_23_46	17	Hepatocytes
P301_23_47	17	Hepatocytes
P301_23_48	14	Hepatocytes
P301_23_49	17	Hepatocytes
P301_23_51	11	Hepatocytes
P301_23_52	13	LSEC
P301_23_54	11	Hepatocytes
P301_23_55	11	Hepatocytes
P301_23_56	17	Hepatocytes
P301_23_57	11	Hepatocytes
P301_23_58	14	Hepatocytes
P301_23_59	17	Hepatocytes
P301_23_60	17	Hepatocytes
P301_23_61	17	Hepatocytes
P301_23_62	17	Hepatocytes
P301_23_63	7	EPCAM+
P301_23_64	11	Hepatocytes
P301_23_65	17	Hepatocytes
P301_23_66	11	Hepatocytes
P301_23_67	14	Hepatocytes
P301_23_68	17	Hepatocytes
P301_23_69	11	Hepatocytes
P301_23_71	14	Hepatocytes
P301_23_72	17	Hepatocytes
P301_23_73	17	Hepatocytes
P301_23_74	17	Hepatocytes
P301_23_75	11	Hepatocytes
P301_23_76	11	Hepatocytes
P301_23_77	14	Hepatocytes
P301_23_79	14	Hepatocytes
P301_23_81	11	Hepatocytes
P301_23_82	11	Hepatocytes
P301_23_83	6	Kupffer cell
P301_23_85	11	Hepatocytes
P301_23_86	11	Hepatocytes
P301_23_87	4	EPCAM+
P301_23_88	11	Hepatocytes
P301_23_89	14	Hepatocytes
P301_23_90	11	Hepatocytes
P301_23_91	11	Hepatocytes
P301_23_92	17	Hepatocytes
P301_23_93	17	Hepatocytes
P301_23_94	11	Hepatocytes
P301_23_95	14	Hepatocytes
P301_23_96	11	Hepatocytes
P301_24_97	14	Hepatocytes
P301_24_98	2	Kupffer cell
P301_24_99	11	Hepatocytes
P301_24_100	14	Hepatocytes
P301_24_102	14	Hepatocytes
P301_24_104	14	Hepatocytes
P301_24_105	14	Hepatocytes
P301_24_106	14	Hepatocytes
P301_24_107	11	Hepatocytes
P301_24_108	17	Hepatocytes
P301_24_109	17	Hepatocytes
P301_24_110	17	Hepatocytes
P301_24_111	11	Hepatocytes
P301_24_112	11	Hepatocytes
P301_24_113	11	Hepatocytes
P301_24_114	14	Hepatocytes
P301_24_116	14	Hepatocytes
P301_24_117	11	Hepatocytes
P301_24_118	14	Hepatocytes
P301_24_119	14	Hepatocytes
P301_24_120	14	Hepatocytes
P301_24_121	14	Hepatocytes
P301_24_122	14	Hepatocytes
P301_24_123	14	Hepatocytes
P301_24_124	14	Hepatocytes
P301_24_126	11	Hepatocytes
P301_24_127	17	Hepatocytes
P301_24_128	11	Hepatocytes
P301_24_129	14	Hepatocytes
P301_24_130	17	Hepatocytes
P301_24_132	11	Hepatocytes
P301_24_133	14	Hepatocytes
P301_24_134	17	Hepatocytes
P301_24_135	2	Kupffer cell
P301_24_136	14	Hepatocytes
P301_24_137	17	Hepatocytes
P301_24_138	14	Hepatocytes
P301_24_139	7	EPCAM+
P301_24_140	14	Hepatocytes
P301_24_141	17	Hepatocytes
P301_24_143	11	Hepatocytes
P301_24_144	11	Hepatocytes
P301_24_145	2	Kupffer cell
P301_24_146	11	Hepatocytes
P301_24_147	4	EPCAM+
P301_24_148	11	Hepatocytes
P301_24_150	17	Hepatocytes
P301_24_151	17	Hepatocytes
P301_24_152	11	Hepatocytes
P301_24_153	11	Hepatocytes
P301_24_154	17	Hepatocytes
P301_24_155	14	Hepatocytes
P301_24_156	14	Hepatocytes
P301_24_157	14	Hepatocytes
P301_24_158	11	Hepatocytes
P301_24_159	14	Hepatocytes
P301_24_161	11	Hepatocytes
P301_24_162	11	Hepatocytes
P301_24_163	11	Hepatocytes
P301_24_164	17	Hepatocytes
P301_24_165	11	Hepatocytes
P301_24_166	11	Hepatocytes
P301_24_167	11	Hepatocytes
P301_24_169	14	Hepatocytes
P301_24_170	17	Hepatocytes
P301_24_171	11	Hepatocytes
P301_24_172	14	Hepatocytes
P301_24_173	11	Hepatocytes
P301_24_174	11	Hepatocytes
P301_24_175	17	Hepatocytes
P301_24_177	11	Hepatocytes
P301_24_178	4	EPCAM+
P301_24_179	14	Hepatocytes
P301_24_180	11	Hepatocytes
P301_24_181	11	Hepatocytes
P301_24_182	17	Hepatocytes
P301_24_183	11	Hepatocytes
P301_24_185	11	Hepatocytes
P301_24_187	11	Hepatocytes
P301_24_188	17	Hepatocytes
P301_24_189	11	Hepatocytes
P301_24_190	11	Hepatocytes
P301_24_191	17	Hepatocytes
P301_24_192	11	Hepatocytes
P301_25_2	2	Kupffer cell
P301_25_8	20	LSEC
P301_25_11	2	Kupffer cell
P301_25_12	20	LSEC
P301_25_14	25	Kupffer cell
P301_25_17	2	Kupffer cell
P301_25_19	4	EPCAM+
P301_25_26	20	LSEC
P301_25_27	20	LSEC
P301_25_29	9	LSEC
P301_25_34	7	EPCAM+
P301_25_35	2	Kupffer cell
P301_25_38	2	Kupffer cell
P301_25_39	2	Kupffer cell
P301_25_43	9	LSEC
P301_25_50	2	Kupffer cell
P301_25_52	7	EPCAM+
P301_25_60	31	Kupffer cell
P301_25_68	11	Hepatocytes
P301_25_72	2	Kupffer cell
P301_25_75	4	EPCAM+
P301_25_85	6	Kupffer cell
P301_25_88	7	EPCAM+
P301_25_89	25	Kupffer cell
P301_25_90	2	Kupffer cell
P301_25_92	2	Kupffer cell
P301_25_94	25	Kupffer cell
P301_26_99	9	LSEC
P301_26_103	7	EPCAM+
P301_26_110	9	LSEC
P301_26_112	20	LSEC
P301_26_114	4	EPCAM+
P301_26_118	2	Kupffer cell
P301_26_123	25	Kupffer cell
P301_26_125	14	Hepatocytes
P301_26_126	25	Kupffer cell
P301_26_127	9	LSEC
P301_26_128	31	Kupffer cell
P301_26_130	2	Kupffer cell
P301_26_132	7	EPCAM+
P301_26_134	6	Kupffer cell
P301_26_137	9	LSEC
P301_26_140	2	Kupffer cell
P301_26_143	25	Kupffer cell
P301_26_149	7	EPCAM+
P301_26_151	2	Kupffer cell
P301_26_152	2	Kupffer cell
P301_26_153	2	Kupffer cell
P301_26_158	2	Kupffer cell
P301_26_165	4	EPCAM+
P301_26_167	13	LSEC
P301_26_168	2	Kupffer cell
P301_26_172	2	Kupffer cell
P301_26_173	2	Kupffer cell
P301_26_174	7	EPCAM+
P301_26_175	7	EPCAM+
P301_26_177	2	Kupffer cell
P301_27_5	4	EPCAM+
P301_27_11	2	Kupffer cell
P301_27_13	7	EPCAM+
P301_27_14	7	EPCAM+
P301_27_19	9	LSEC
P301_27_23	2	Kupffer cell
P301_27_25	4	EPCAM+
P301_27_28	2	Kupffer cell
P301_27_31	6	Kupffer cell
P301_27_32	2	Kupffer cell
P301_27_36	20	LSEC
P301_27_37	4	EPCAM+
P301_27_39	24	EPCAM+
P301_27_40	11	Hepatocytes
P301_27_48	25	Kupffer cell
P301_27_49	2	Kupffer cell
P301_27_52	2	Kupffer cell
P301_27_59	25	Kupffer cell
P301_27_62	4	EPCAM+
P301_27_63	2	Kupffer cell
P301_27_64	4	EPCAM+
P301_27_71	2	Kupffer cell
P301_27_73	9	LSEC
P301_27_75	11	Hepatocytes
P301_27_79	2	Kupffer cell
P301_27_80	2	Kupffer cell
P301_27_81	11	Hepatocytes
P301_27_82	4	EPCAM+
P301_27_83	11	Hepatocytes
P301_27_87	2	Kupffer cell
P301_27_91	7	EPCAM+
P301_27_92	9	LSEC
P301_27_180	2	Kupffer cell
P301_28_97	2	Kupffer cell
P301_28_98	9	LSEC
P301_28_102	2	Kupffer cell
P301_28_104	2	Kupffer cell
P301_28_109	7	EPCAM+
P301_28_112	7	EPCAM+
P301_28_114	2	Kupffer cell
P301_28_116	4	EPCAM+
P301_28_117	14	Hepatocytes
P301_28_119	2	Kupffer cell
P301_28_122	2	Kupffer cell
P301_28_123	7	EPCAM+
P301_28_133	17	Hepatocytes
P301_28_135	2	Kupffer cell
P301_28_136	20	LSEC
P301_28_137	9	LSEC
P301_28_139	2	Kupffer cell
P301_28_140	2	Kupffer cell
P301_28_143	2	Kupffer cell
P301_28_145	2	Kupffer cell
P301_28_146	7	EPCAM+
P301_28_148	2	Kupffer cell
P301_28_149	2	Kupffer cell
P301_28_150	2	Kupffer cell
P301_28_153	13	LSEC
P301_28_154	9	LSEC
P301_28_159	2	Kupffer cell
P301_28_167	2	Kupffer cell
P301_28_168	9	LSEC
P301_28_173	11	Hepatocytes
P301_28_174	4	EPCAM+
P301_28_182	2	Kupffer cell
P301_28_184	2	Kupffer cell
P301_28_188	2	Kupffer cell
P301_29_2	14	Hepatocytes
P301_29_4	11	Hepatocytes
P301_29_7	11	Hepatocytes
P301_29_12	11	Hepatocytes
P301_29_17	11	Hepatocytes
P301_29_23	14	Hepatocytes
P301_29_24	11	Hepatocytes
P301_29_27	11	Hepatocytes
P301_29_28	11	Hepatocytes
P301_29_38	11	Hepatocytes
P301_29_42	11	Hepatocytes
P301_29_44	14	Hepatocytes
P301_29_49	11	Hepatocytes
P301_29_52	14	Hepatocytes
P301_29_54	11	Hepatocytes
P301_29_57	11	Hepatocytes
P301_29_59	11	Hepatocytes
P301_29_62	17	Hepatocytes
P301_29_63	14	Hepatocytes
P301_29_66	14	Hepatocytes
P301_29_67	14	Hepatocytes
P301_29_70	17	Hepatocytes
P301_29_73	14	Hepatocytes
P301_29_75	17	Hepatocytes
P301_29_77	11	Hepatocytes
P301_29_79	11	Hepatocytes
P301_29_90	14	Hepatocytes
P301_3_2	11	Hepatocytes
P301_3_4	17	Hepatocytes
P301_3_5	11	Hepatocytes
P301_3_6	14	Hepatocytes
P301_3_7	11	Hepatocytes
P301_3_8	9	LSEC
P301_3_9	11	Hepatocytes
P301_3_11	11	Hepatocytes
P301_3_13	14	Hepatocytes
P301_3_14	2	Kupffer cell
P301_3_15	2	Kupffer cell
P301_3_16	17	Hepatocytes
P301_3_17	11	Hepatocytes
P301_3_18	17	Hepatocytes
P301_3_19	11	Hepatocytes
P301_3_22	14	Hepatocytes
P301_3_23	17	Hepatocytes
P301_3_25	11	Hepatocytes
P301_3_27	11	Hepatocytes
P301_3_29	11	Hepatocytes
P301_3_30	11	Hepatocytes
P301_3_31	2	Kupffer cell
P301_3_32	11	Hepatocytes
P301_3_33	17	Hepatocytes
P301_3_34	11	Hepatocytes
P301_3_35	2	Kupffer cell
P301_3_36	2	Kupffer cell
P301_3_38	17	Hepatocytes
P301_3_40	11	Hepatocytes
P301_3_41	11	Hepatocytes
P301_3_42	17	Hepatocytes
P301_3_43	17	Hepatocytes
P301_3_44	14	Hepatocytes
P301_3_45	11	Hepatocytes
P301_3_46	11	Hepatocytes
P301_3_47	17	Hepatocytes
P301_3_51	11	Hepatocytes
P301_3_54	17	Hepatocytes
P301_3_56	17	Hepatocytes
P301_3_59	2	Kupffer cell
P301_3_60	14	Hepatocytes
P301_3_62	11	Hepatocytes
P301_3_66	17	Hepatocytes
P301_3_67	11	Hepatocytes
P301_3_68	14	Hepatocytes
P301_3_69	11	Hepatocytes
P301_3_70	14	Hepatocytes
P301_3_71	11	Hepatocytes
P301_3_74	11	Hepatocytes
P301_3_75	17	Hepatocytes
P301_3_77	11	Hepatocytes
P301_3_79	14	Hepatocytes
P301_3_80	11	Hepatocytes
P301_3_82	17	Hepatocytes
P301_3_83	11	Hepatocytes
P301_3_84	11	Hepatocytes
P301_3_85	2	Kupffer cell
P301_3_88	14	Hepatocytes
P301_3_89	11	Hepatocytes
P301_3_90	11	Hepatocytes
P301_3_91	14	Hepatocytes
P301_3_95	11	Hepatocytes
P301_3_96	11	Hepatocytes
P301_30_101	11	Hepatocytes
P301_30_102	11	Hepatocytes
P301_30_112	11	Hepatocytes
P301_30_114	14	Hepatocytes
P301_30_124	11	Hepatocytes
P301_30_126	11	Hepatocytes
P301_30_127	11	Hepatocytes
P301_30_128	17	Hepatocytes
P301_30_130	11	Hepatocytes
P301_30_132	11	Hepatocytes
P301_30_134	11	Hepatocytes
P301_30_136	11	Hepatocytes
P301_30_140	17	Hepatocytes
P301_30_143	14	Hepatocytes
P301_30_145	11	Hepatocytes
P301_30_148	11	Hepatocytes
P301_30_160	11	Hepatocytes
P301_30_161	14	Hepatocytes
P301_30_165	11	Hepatocytes
P301_30_169	17	Hepatocytes
P301_30_170	14	Hepatocytes
P301_30_171	14	Hepatocytes
P301_30_181	11	Hepatocytes
P301_30_182	11	Hepatocytes
P301_30_184	14	Hepatocytes
P301_30_185	14	Hepatocytes
P301_30_191	11	Hepatocytes
P301_31_1	11	Hepatocytes
P301_31_3	11	Hepatocytes
P301_31_10	17	Hepatocytes
P301_31_11	11	Hepatocytes
P301_31_12	11	Hepatocytes
P301_31_13	17	Hepatocytes
P301_31_19	11	Hepatocytes
P301_31_20	17	Hepatocytes
P301_31_23	11	Hepatocytes
P301_31_27	11	Hepatocytes
P301_31_34	11	Hepatocytes
P301_31_37	11	Hepatocytes
P301_31_38	14	Hepatocytes
P301_31_39	11	Hepatocytes
P301_31_41	11	Hepatocytes
P301_31_44	11	Hepatocytes
P301_31_48	11	Hepatocytes
P301_31_53	14	Hepatocytes
P301_31_59	11	Hepatocytes
P301_31_61	11	Hepatocytes
P301_31_69	11	Hepatocytes
P301_31_80	11	Hepatocytes
P301_31_88	11	Hepatocytes
P301_31_96	11	Hepatocytes
P301_32_98	14	Hepatocytes
P301_32_100	14	Hepatocytes
P301_32_103	11	Hepatocytes
P301_32_105	11	Hepatocytes
P301_32_106	14	Hepatocytes
P301_32_109	11	Hepatocytes
P301_32_110	11	Hepatocytes
P301_32_113	11	Hepatocytes
P301_32_120	11	Hepatocytes
P301_32_122	11	Hepatocytes
P301_32_124	17	Hepatocytes
P301_32_127	11	Hepatocytes
P301_32_128	11	Hepatocytes
P301_32_135	11	Hepatocytes
P301_32_137	17	Hepatocytes
P301_32_145	11	Hepatocytes
P301_32_150	14	Hepatocytes
P301_32_152	11	Hepatocytes
P301_32_154	11	Hepatocytes
P301_32_159	14	Hepatocytes
P301_32_160	17	Hepatocytes
P301_32_166	11	Hepatocytes
P301_32_170	11	Hepatocytes
P301_32_171	14	Hepatocytes
P301_32_174	14	Hepatocytes
P301_32_175	11	Hepatocytes
P301_32_177	11	Hepatocytes
P301_32_181	11	Hepatocytes
P301_32_188	11	Hepatocytes
P301_32_192	17	Hepatocytes
P301_4_97	2	Kupffer cell
P301_4_98	14	Hepatocytes
P301_4_100	11	Hepatocytes
P301_4_101	2	Kupffer cell
P301_4_102	11	Hepatocytes
P301_4_103	14	Hepatocytes
P301_4_104	17	Hepatocytes
P301_4_106	11	Hepatocytes
P301_4_109	11	Hepatocytes
P301_4_110	11	Hepatocytes
P301_4_111	17	Hepatocytes
P301_4_113	17	Hepatocytes
P301_4_114	11	Hepatocytes
P301_4_115	11	Hepatocytes
P301_4_116	11	Hepatocytes
P301_4_117	11	Hepatocytes
P301_4_124	2	Kupffer cell
P301_4_126	11	Hepatocytes
P301_4_127	11	Hepatocytes
P301_4_128	11	Hepatocytes
P301_4_130	11	Hepatocytes
P301_4_132	2	Kupffer cell
P301_4_134	11	Hepatocytes
P301_4_135	11	Hepatocytes
P301_4_136	11	Hepatocytes
P301_4_138	2	Kupffer cell
P301_4_139	14	Hepatocytes
P301_4_140	11	Hepatocytes
P301_4_143	11	Hepatocytes
P301_4_144	17	Hepatocytes
P301_4_146	17	Hepatocytes
P301_4_147	14	Hepatocytes
P301_4_149	11	Hepatocytes
P301_4_151	17	Hepatocytes
P301_4_153	14	Hepatocytes
P301_4_154	17	Hepatocytes
P301_4_155	11	Hepatocytes
P301_4_156	14	Hepatocytes
P301_4_157	2	Kupffer cell
P301_4_161	11	Hepatocytes
P301_4_162	14	Hepatocytes
P301_4_163	14	Hepatocytes
P301_4_164	11	Hepatocytes
P301_4_165	17	Hepatocytes
P301_4_171	11	Hepatocytes
P301_4_172	14	Hepatocytes
P301_4_174	11	Hepatocytes
P301_4_176	11	Hepatocytes
P301_4_178	11	Hepatocytes
P301_4_180	17	Hepatocytes
P301_4_181	11	Hepatocytes
P301_4_182	11	Hepatocytes
P301_4_184	11	Hepatocytes
P301_4_186	17	Hepatocytes
P301_4_187	11	Hepatocytes
P301_4_188	20	LSEC
P301_4_189	14	Hepatocytes
P301_4_190	11	Hepatocytes
P301_4_191	11	Hepatocytes
P301_4_192	11	Hepatocytes
P301_5_1	11	Hepatocytes
P301_5_2	11	Hepatocytes
P301_5_3	11	Hepatocytes
P301_5_4	11	Hepatocytes
P301_5_5	11	Hepatocytes
P301_5_7	11	Hepatocytes
P301_5_8	11	Hepatocytes
P301_5_9	11	Hepatocytes
P301_5_10	11	Hepatocytes
P301_5_11	11	Hepatocytes
P301_5_12	11	Hepatocytes
P301_5_13	11	Hepatocytes
P301_5_14	11	Hepatocytes
P301_5_15	11	Hepatocytes
P301_5_16	11	Hepatocytes
P301_5_17	11	Hepatocytes
P301_5_18	11	Hepatocytes
P301_5_19	11	Hepatocytes
P301_5_20	11	Hepatocytes
P301_5_21	11	Hepatocytes
P301_5_22	11	Hepatocytes
P301_5_23	11	Hepatocytes
P301_5_24	11	Hepatocytes
P301_5_25	11	Hepatocytes
P301_5_26	11	Hepatocytes
P301_5_28	14	Hepatocytes
P301_5_30	11	Hepatocytes
P301_5_32	11	Hepatocytes
P301_5_33	11	Hepatocytes
P301_5_36	11	Hepatocytes
P301_5_37	11	Hepatocytes
P301_5_38	11	Hepatocytes
P301_5_39	11	Hepatocytes
P301_5_40	11	Hepatocytes
P301_5_41	11	Hepatocytes
P301_5_42	11	Hepatocytes
P301_5_43	11	Hepatocytes
P301_5_44	11	Hepatocytes
P301_5_45	11	Hepatocytes
P301_5_46	11	Hepatocytes
P301_5_48	11	Hepatocytes
P301_5_49	11	Hepatocytes
P301_5_50	11	Hepatocytes
P301_5_51	11	Hepatocytes
P301_5_53	11	Hepatocytes
P301_5_54	11	Hepatocytes
P301_5_55	11	Hepatocytes
P301_5_56	11	Hepatocytes
P301_5_57	11	Hepatocytes
P301_5_58	11	Hepatocytes
P301_5_59	11	Hepatocytes
P301_5_60	11	Hepatocytes
P301_5_61	11	Hepatocytes
P301_5_62	11	Hepatocytes
